label,p00,p01,p02,p03,p04,p05,p06,p10,p11,p12,p13,p14,p15,p16,p20,p21,p22,p23,p24,p25,p26,p30,p31,p32,p33,p34,p35,p36,p40,p41,p42,p43,p44,p45,p46,p50,p51,p52,p53,p54,p55,p56,p60,p61,p62,p63,p64,p65,p66
1,0,0,0,0,0,0,0,0,0,0,209,51,0,0,0,0,4,233,83,0,0,0,0,32,252,83,0,0,0,0,32,252,83,0,0,0,0,64,251,83,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,24,0,82,0,0,0,0,85,0,124,0,0,0,28,139,7,126,0,0,0,39,46,106,95,0,0,0,0,0,54,59,0,0,0,0,0,0,0,0,0
2,0,4,57,35,0,0,0,0,18,148,225,35,0,0,0,0,0,169,85,0,0,0,0,4,211,67,0,0,0,0,109,253,109,56,0,0,14,190,148,148,169,21,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,16,47,0,0,0,0,3,188,188,112,0,0,0,37,234,167,149,0,0,0,0,66,6,161,0,0,0,0,0,0,174,8,0,0,0,0,0,83,33,0
3,0,0,0,0,0,0,0,6,99,173,146,0,0,0,23,119,75,235,11,0,0,0,0,127,248,162,48,0,0,0,51,96,155,186,0,0,0,111,225,218,90,0,0,0,2,12,0,0,0
2,0,0,0,0,0,0,0,0,28,113,125,99,5,0,0,25,0,0,20,112,0,0,80,108,85,42,136,0,0,155,84,154,171,162,0,0,10,30,5,0,5,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,34,100,0,135,19,0,0,141,144,0,229,39,0,0,222,234,215,248,21,0,0,12,60,74,248,21,0,0,0,0,0,232,42,0,0,0,0,0,58,5,0
1,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,108,0,0,0,0,0,0,139,0,0,0,0,0,0,148,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,6,70,98,125,30,0,3,137,82,78,70,30,0,45,241,166,125,0,0,0,20,18,38,210,16,0,0,83,192,165,49,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,54,32,19,0,0,0,58,230,187,226,139,3,0,143,101,0,7,230,54,0,145,169,105,170,173,2,0,13,131,144,72,0,0,0,0,0,0,0,0,0
6,0,0,0,47,47,0,0,0,0,0,186,76,0,0,0,0,82,224,9,0,0,0,0,200,171,144,52,0,0,0,234,213,253,154,0,0,0,72,127,92,5,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,109,0,0,0,0,0,0,115,2,0,0,0,0,0,96,11,0,0,0,0,0,68,40,0,0,0,0,0,9,7,0,0
7,0,0,0,0,0,0,0,0,0,13,47,58,1,0,9,172,193,190,243,3,0,0,5,0,68,210,0,0,0,0,0,140,141,0,0,0,0,10,241,43,0,0,0,0,50,148,1,0,0
4,0,0,0,0,0,0,0,0,33,75,0,0,0,0,0,42,127,0,151,0,0,0,4,134,42,195,0,0,0,0,157,121,178,3,0,0,0,0,0,111,23,0,0,0,0,0,18,0,0
8,0,0,0,0,0,0,0,0,0,47,188,191,12,0,0,0,177,51,189,20,0,0,0,157,187,137,0,0,0,0,85,169,200,4,0,0,0,163,196,160,3,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,162,0,0,0,0,0,0,155,0,0,0,0,0,0,127,34,0,0,0,0,0,63,94,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,99,115,21,0,0,0,14,168,159,111,0,0,0,0,26,121,97,0,0,0,0,0,106,100,0,0,0,0,0,112,102,0,0,0,0,0,73,21,0,0
9,0,0,0,0,0,0,0,0,0,17,60,11,0,0,0,0,112,1,119,0,0,0,0,119,114,52,0,0,0,0,8,83,0,0,0,0,0,0,64,32,0,0,0,0,0,1,42,0,0
0,0,0,0,0,0,0,0,0,0,22,225,46,0,0,0,0,98,215,210,24,0,0,0,130,75,133,97,0,0,0,153,74,205,21,0,0,0,128,223,64,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,56,132,132,75,0,0,0,18,10,124,72,0,0,0,36,147,144,127,51,0,0,3,0,0,8,137,0,0,48,97,54,136,26,0,0,0,38,58,14,0,0
0,0,0,0,0,0,0,0,0,0,10,180,166,3,0,0,0,108,161,199,59,0,0,0,190,78,174,65,0,0,0,204,112,195,3,0,0,0,198,231,35,0,0,0,0,25,17,0,0,0
0,0,0,0,0,0,0,0,0,0,6,123,190,87,0,0,17,207,134,39,172,0,0,108,106,0,0,161,0,0,134,31,0,52,144,0,0,102,159,160,179,15,0,0,1,49,56,0,0,0
1,0,0,0,0,0,0,0,0,0,0,135,17,0,0,0,0,0,181,0,0,0,0,0,0,192,0,0,0,0,0,11,205,0,0,0,0,0,46,165,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,25,64,26,0,0,0,47,148,103,192,0,0,0,0,25,151,231,122,0,0,0,0,88,128,7,0,0,0,22,170,10,0,0,0,0,113,26,0,0,0
0,0,0,0,0,0,0,0,0,0,2,140,242,59,0,0,0,144,107,108,133,0,0,39,172,0,56,149,0,0,76,126,6,173,61,0,0,22,205,197,87,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,113,149,125,117,38,0,0,102,127,59,0,0,0,13,30,126,107,0,0,0,53,108,48,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,140,22,0,0,0,0,0,156,28,0,0,0,0,0,203,19,0,0,0,0,0,203,0,0,0,0,0,41,184,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,23,29,78,0,0,0,0,141,15,84,0,0,0,0,46,127,60,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
2,0,0,47,56,5,0,0,0,38,196,152,185,7,0,0,0,0,0,146,91,0,0,0,0,0,133,100,0,0,131,190,226,245,86,0,0,147,180,99,16,62,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,9,2,5,0,0,0,2,109,78,77,80,29,0,20,94,76,48,0,0,0,39,0,0,97,0,0,0,29,72,83,36,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,23,42,0,0,0,62,181,172,230,0,0,0,0,0,56,168,0,0,0,0,0,137,91,0,0,0,0,24,194,14,0,0,0,0,50,100,0,0,0
9,0,0,0,0,0,0,0,0,1,88,115,29,0,0,0,94,66,9,147,0,0,0,89,75,31,192,0,0,0,2,86,95,153,0,0,0,0,0,0,133,0,0,0,0,0,0,76,0,0
5,0,0,0,0,0,0,0,0,0,8,71,149,99,11,0,3,182,156,79,63,2,0,30,208,217,108,0,0,0,20,0,11,201,26,0,0,140,184,198,142,3,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,41,176,11,0,0,0,11,177,18,0,0,0,0,124,154,57,0,0,0,0,147,0,165,0,0,0,0,78,140,133,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,126,176,174,20,0,0,0,56,46,219,83,0,0,0,0,42,189,217,113,0,0,0,0,0,60,221,0,0,40,147,178,222,68,0,0,10,63,51,6,0,0
9,0,0,0,0,0,0,0,0,0,35,52,20,0,0,0,105,142,122,202,87,0,0,149,22,13,187,9,0,0,24,147,161,146,0,0,0,0,0,76,100,0,0,0,0,0,61,59,0,0
4,0,0,0,0,0,0,0,0,0,92,7,6,0,0,0,0,207,8,162,6,0,0,6,235,176,208,1,0,0,1,33,8,173,0,0,0,0,0,61,150,0,0,0,0,0,36,55,0,0
7,0,0,0,0,0,0,0,0,0,15,5,0,1,0,0,3,157,182,203,80,0,0,94,63,5,174,12,0,0,0,0,115,81,0,0,0,0,26,158,1,0,0,0,0,93,29,0,0,0
2,0,0,0,0,0,0,0,0,35,218,234,61,0,0,0,1,5,103,153,0,0,0,0,0,157,115,0,0,0,0,86,241,81,18,0,0,74,222,158,160,119,0,0,0,0,0,0,0,0
6,0,0,0,22,2,0,0,0,0,39,192,11,0,0,0,0,175,65,36,0,0,0,0,207,180,180,62,0,0,0,137,87,69,158,0,0,0,16,146,136,26,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,54,0,60,0,0,0,7,179,0,172,0,0,0,62,218,144,182,0,0,0,3,45,106,155,0,0,0,0,0,75,122,0,0,0,0,0,38,52,0,0
7,0,0,0,0,0,0,0,0,0,67,110,6,0,0,0,0,59,106,99,0,0,0,0,0,17,122,0,0,0,0,0,142,57,0,0,0,0,59,169,0,0,0,0,0,45,20,0,0,0
4,0,0,0,0,0,0,0,0,0,31,23,110,0,0,0,0,185,29,190,0,0,0,7,232,174,187,0,0,0,0,19,95,144,0,0,0,0,0,96,144,0,0,0,0,0,13,33,0,0
9,0,0,0,0,0,0,0,0,0,26,134,61,0,0,0,0,33,120,84,0,0,0,0,0,0,101,0,0,0,0,50,0,106,0,0,0,0,74,98,88,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,79,185,178,51,0,0,24,195,30,114,207,0,0,60,147,0,34,212,0,0,88,125,0,127,132,0,0,60,196,184,171,2,0,0,0,33,53,3,0,0
4,0,0,0,0,0,0,0,0,0,0,107,123,61,0,0,0,41,170,95,45,0,0,33,190,51,184,30,0,0,177,229,161,213,19,0,0,10,0,0,129,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,52,170,116,11,0,0,47,180,95,175,176,0,0,165,33,0,1,156,29,0,185,22,0,21,189,16,0,94,166,140,186,42,0,0,0,40,48,1,0,0
5,0,0,0,0,0,0,0,0,9,96,87,85,30,0,0,107,30,48,30,0,0,0,149,105,43,73,109,0,0,2,61,0,0,82,37,0,0,34,105,105,124,6,0,0,0,0,0,0,0
6,0,0,0,36,22,0,0,0,0,20,182,9,0,0,0,0,115,101,52,5,0,0,0,175,71,202,75,0,0,0,190,22,185,37,0,0,0,134,169,63,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,9,48,33,13,0,0,0,20,135,169,167,141,1,0,0,0,0,19,253,6,0,0,0,0,88,213,1,0,0,0,0,81,178,0,0,0,0,0,3,154,6,0
9,0,0,0,0,0,0,0,0,0,43,109,8,0,0,0,0,150,41,160,0,0,0,0,145,132,162,0,0,0,0,10,44,127,0,0,0,0,0,49,119,0,0,0,0,0,26,63,0,0
4,0,0,0,0,0,0,0,0,0,90,57,21,0,0,0,0,163,70,126,0,0,0,0,166,106,103,0,0,0,0,107,186,103,0,0,0,0,0,54,132,7,0,0,0,0,0,39,6,0
6,0,0,0,74,0,0,0,0,0,58,144,0,0,0,0,0,148,88,0,0,0,0,0,189,81,173,112,0,0,0,184,160,227,131,0,0,0,67,127,104,6,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,72,83,0,0,0,0,44,201,12,0,0,0,9,208,47,0,0,0,0,155,98,0,0,0,0,14,223,9,0,0,0,0,0,28,0,0,0,0
6,0,0,2,85,0,0,0,0,0,92,129,0,0,0,0,0,204,27,69,75,0,0,17,221,80,180,229,0,0,2,215,74,182,128,0,0,0,55,126,88,2,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,118,182,170,0,0,0,0,191,204,78,0,0,0,0,61,110,193,39,0,0,2,19,3,98,99,0,0,29,204,232,186,22,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,69,82,80,40,0,5,133,39,1,0,5,0,42,81,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,6,19,38,20,0,0,0,94,134,170,85,0,0,0,0,0,78,90,0,0,0,0,0,98,92,0,0,0,0,0,106,92,0,0,0,0,0,86,50,0,0
7,0,0,0,0,0,0,0,0,0,0,7,54,7,0,31,128,176,178,187,81,0,33,56,16,0,169,49,0,0,0,0,30,205,1,0,0,0,16,189,51,0,0,0,0,101,111,0,0,0
7,0,0,0,0,0,0,0,0,18,58,28,0,0,0,0,139,171,195,149,0,0,0,0,0,1,191,34,0,0,0,0,26,212,9,0,0,0,7,202,76,0,0,0,0,25,115,0,0,0
3,0,0,0,0,0,0,0,0,21,114,174,89,0,0,0,169,122,111,155,0,0,0,0,37,232,219,110,0,0,0,4,12,44,197,0,0,34,153,123,193,109,0,0,0,33,63,25,0,0
4,0,0,0,0,0,0,0,0,0,0,37,101,0,0,0,0,51,190,148,10,0,0,42,220,121,203,72,0,0,37,102,159,131,3,0,0,0,0,39,120,0,0,0,0,0,1,61,0,0
2,0,0,0,0,0,0,0,0,26,194,228,40,0,0,0,5,34,154,89,0,0,0,0,25,219,19,0,0,0,0,191,130,39,39,1,0,0,101,134,156,194,42,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,54,150,106,0,0,0,8,132,49,125,0,0,0,0,61,196,106,0,0,0,0,0,0,170,0,0,0,0,175,144,125,0,0,0,0,37,37,0,0,0
2,0,0,0,39,80,2,0,0,0,4,148,116,109,0,0,0,0,0,16,162,0,0,42,44,7,106,85,0,39,224,173,230,228,69,0,0,42,90,41,6,27,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,2,77,126,40,0,0,0,55,74,23,164,0,0,0,0,0,14,167,0,0,0,0,0,106,81,0,0,0,0,8,169,4,0,0,0,0,27,57,0,0,0
3,0,0,0,0,0,0,0,0,86,166,144,0,0,0,0,84,12,206,8,0,0,0,0,75,180,167,135,0,0,5,25,0,16,225,0,0,14,147,151,165,77,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,78,129,142,3,0,0,19,200,110,195,83,0,0,0,56,202,243,139,24,0,27,235,241,71,0,0,0,98,250,77,0,0,0,0,0,28,0,0,0,0
4,0,0,0,0,0,0,0,0,2,63,0,107,39,0,0,83,150,0,161,84,0,0,179,123,85,207,51,0,0,63,117,100,214,49,0,0,0,0,0,226,38,0,0,0,0,0,41,2,0
4,0,0,0,0,0,0,0,0,0,3,15,54,0,0,0,33,177,39,169,0,0,0,49,211,210,183,0,0,0,0,50,80,164,0,0,0,0,0,64,142,0,0,0,0,0,17,67,0,0
4,0,0,0,0,0,0,0,0,0,0,6,150,0,0,0,0,69,106,172,0,0,0,0,197,82,193,0,0,0,0,153,162,153,0,0,0,0,0,56,140,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,188,146,190,14,0,0,145,4,0,129,30,0,0,25,0,0,182,0,0,0,0,0,0,178,0,0,0,0,0,0,148,0,0
9,0,0,0,0,0,0,0,0,0,44,124,39,0,0,0,22,156,31,198,41,0,0,87,68,0,142,67,0,0,36,149,133,202,2,0,0,0,0,0,152,0,0,0,0,0,0,78,4,0
6,0,0,0,0,8,33,0,0,0,0,24,147,99,0,0,0,14,159,15,0,0,0,1,158,57,130,24,0,0,51,101,137,68,64,0,0,21,154,160,65,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,180,58,0,0,0,0,0,212,60,0,0,0,0,0,212,48,0,0,0,0,0,224,48,0,0,0,0,0,249,21,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,217,229,226,198,27,0,9,87,20,23,209,20,0,0,0,0,0,206,2,0,0,0,0,11,207,0,0,0,0,0,14,147,0,0
4,0,0,0,0,0,0,0,0,68,76,0,21,133,0,0,162,71,0,72,154,0,0,216,103,97,193,123,0,0,66,136,111,207,58,0,0,0,0,0,235,35,0,0,0,0,0,43,3,0
1,0,0,0,0,0,0,0,0,0,0,66,42,0,0,0,0,0,86,42,0,0,0,0,0,130,10,0,0,0,0,0,131,0,0,0,0,0,0,148,0,0,0,0,0,0,23,0,0,0
0,0,0,0,0,0,0,0,0,0,61,173,88,0,0,0,2,217,145,239,45,0,0,41,199,1,197,144,0,0,41,193,2,150,121,0,0,10,197,220,181,15,0,0,0,7,42,1,0,0
1,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,47,242,0,0,0,0,0,105,172,0,0,0,0,0,0,152,0,0,0,0,0,45,196,116,28,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,3,66,92,0,0,38,161,185,136,188,0,0,3,10,0,16,191,0,0,0,0,0,69,159,0,0,0,0,0,157,82,0,0,0,0,0,102,2,0,0
5,0,0,0,0,0,0,0,0,0,105,94,85,5,0,0,0,126,100,71,0,0,0,0,45,0,108,0,0,0,2,108,0,89,20,0,0,0,131,75,144,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,1,85,158,66,0,0,0,93,97,4,165,103,0,0,165,3,0,123,178,0,0,123,137,144,206,29,0,0,0,0,0,169,2,0,0,0,0,0,44,0,0
6,0,0,0,3,47,0,0,0,0,0,147,140,0,0,0,0,40,145,0,0,0,0,0,137,68,54,3,0,0,0,164,125,122,74,0,0,0,99,138,112,1,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,25,51,64,64,39,0,56,176,142,128,187,120,0,0,0,0,12,220,25,0,0,0,0,136,119,0,0,0,0,36,218,4,0,0,0,0,115,93,0,0,0
8,0,0,0,0,0,0,0,0,0,98,105,20,0,0,0,4,128,114,7,0,0,0,35,161,193,123,9,0,0,0,0,134,72,55,0,0,0,0,109,129,11,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,157,134,139,29,0,15,135,115,147,3,0,0,75,28,34,169,11,0,0,33,90,84,18,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,19,64,39,6,0,0,0,13,29,96,71,0,0,0,0,0,73,58,0,0,0,0,0,115,17,0,0,0,0,0,120,0,0,0,0,0,0,96,0,0,0
6,0,0,0,91,11,0,0,0,0,42,206,1,0,0,0,0,185,85,7,1,0,0,10,233,59,235,145,0,0,23,218,107,207,89,0,0,0,44,120,62,1,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,15,70,91,0,0,0,58,123,59,183,4,0,0,0,0,13,189,1,0,0,0,0,118,92,0,0,0,0,27,179,1,0,0,0,0,50,33,0,0,0
2,0,0,0,0,0,0,0,0,5,49,45,0,0,0,0,46,76,169,0,0,0,0,0,55,128,0,0,0,0,0,151,136,126,125,65,0,0,0,0,0,2,10,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,16,175,152,96,0,0,0,68,152,0,164,0,0,0,28,20,0,148,0,0,0,0,64,191,148,0,0,0,0,187,168,116,96,0,0,0,32,8,0,12,0
3,0,0,0,0,0,0,0,0,17,106,147,157,13,0,0,56,70,1,152,36,0,0,0,24,162,198,90,0,26,100,4,5,31,170,0,0,77,135,132,124,19,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,97,0,0,13,0,0,21,237,170,192,164,0,0,29,116,24,199,67,0,0,0,0,94,182,2,0,0,0,19,235,26,0,0,0,0,9,85,0,0,0
1,0,0,0,0,0,0,0,0,0,0,173,66,0,0,0,0,0,198,70,0,0,0,0,0,222,70,0,0,0,0,0,210,70,0,0,0,0,0,209,66,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,96,183,84,0,0,0,44,211,64,36,0,0,0,76,120,96,144,104,0,0,0,4,12,108,160,0,0,0,128,207,124,4,0,0,0,28,20,0,0,0
4,0,0,0,0,0,0,0,0,0,14,3,95,0,0,0,0,137,25,147,0,0,0,0,190,125,199,0,0,0,0,100,50,132,0,0,0,0,0,74,102,0,0,0,0,0,20,18,0,0
6,0,0,0,45,37,0,0,0,0,56,124,0,0,0,0,0,150,25,87,0,0,0,10,135,132,26,66,0,0,0,142,130,59,112,0,0,0,33,118,92,4,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,39,27,81,0,0,0,0,113,70,147,0,0,0,0,170,172,110,0,0,0,0,26,93,105,0,0,0,0,0,115,93,0,0,0,0,0,26,13,0,0
4,0,0,0,0,0,0,0,0,0,69,4,2,37,0,0,39,167,1,46,163,0,0,162,101,77,114,124,0,0,78,120,61,160,62,0,0,0,0,5,193,1,0,0,0,0,3,68,0,0
0,0,0,0,0,0,0,0,0,0,48,221,123,0,0,0,0,168,43,171,33,0,0,0,191,0,130,72,0,0,0,217,12,206,11,0,0,0,146,216,88,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,69,164,49,0,0,0,0,174,64,209,0,0,0,0,27,209,151,0,0,0,0,28,169,174,16,0,0,0,71,192,161,2,0,0,0,1,49,0,0,0
9,0,0,0,0,0,0,0,0,0,19,109,21,0,0,0,0,147,48,140,0,0,0,0,129,136,146,0,0,0,0,0,9,152,0,0,0,0,0,37,135,0,0,0,0,0,18,66,0,0
5,0,0,0,0,0,0,0,0,0,13,79,120,109,22,0,0,144,72,32,10,12,0,7,217,160,166,12,0,0,0,15,7,191,3,0,0,0,40,172,68,0,0,0,0,80,24,0,0,0
9,0,0,0,0,0,0,0,0,0,28,43,0,0,0,0,55,122,91,160,18,0,0,79,91,78,184,52,0,0,0,77,60,133,0,0,0,0,0,34,107,0,0,0,0,0,33,110,0,0
6,0,0,11,52,0,0,0,0,0,101,45,0,0,0,0,0,140,18,105,0,0,0,0,114,126,129,19,0,0,0,80,200,153,18,0,0,0,2,86,67,0,0,0,0,0,0,0,0,0
6,0,0,0,60,8,0,0,0,0,0,203,4,0,0,0,0,60,160,0,0,0,0,0,152,116,144,32,0,0,0,223,140,255,56,0,0,0,68,124,40,0,0,0,0,0,0,0,0,0
2,0,0,13,7,0,0,0,0,0,27,147,2,0,0,0,0,0,99,52,0,0,0,0,0,134,46,0,0,0,0,74,152,140,40,0,0,0,120,3,0,3,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,158,18,0,0,0,0,0,179,20,0,0,0,0,4,222,14,0,0,0,0,20,240,0,0,0,0,0,37,192,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,60,132,134,190,178,4,0,181,252,242,122,33,0,0,34,228,165,1,0,0,0,0,103,253,185,17,0,0,0,14,205,252,209,4,0,0,0,3,51,63,1
8,0,0,0,0,0,0,0,0,0,36,192,203,0,0,0,0,126,118,179,0,0,0,0,21,230,123,0,0,0,0,175,93,193,0,0,0,0,174,184,111,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18,155,150,134,6,0,0,115,66,0,91,116,0,0,147,11,0,3,173,1,0,141,31,0,3,168,2,0,27,170,128,145,50,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,104,133,140,0,0,0,0,51,10,196,28,0,0,0,0,11,78,124,130,0,0,14,17,0,4,181,0,0,30,152,147,156,75,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,4,94,0,0,0,0,0,0,96,0,0,0,0,0,0,121,0,0,0,0,0,0,130,0,0,0,0,0,0,106,11,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,17,145,125,95,0,0,0,5,12,1,157,0,0,0,0,2,179,146,88,0,34,92,3,3,7,159,0,0,55,125,130,136,37,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,129,150,98,41,0,0,0,126,53,99,97,0,0,0,1,179,146,0,0,0,4,133,55,126,7,0,0,17,168,89,125,59,0,0,0,3,43,52,2,0
7,0,0,0,0,0,0,0,0,2,39,64,48,0,0,3,196,136,84,197,8,0,0,10,0,1,199,8,0,0,0,0,44,172,0,0,0,0,3,190,40,0,0,0,0,35,118,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,122,91,87,89,23,0,1,61,91,80,77,9,0,0,62,170,13,0,0,0,0,71,102,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,49,196,182,61,0,0,0,7,3,50,144,0,0,0,0,54,200,179,16,0,0,1,11,1,84,91,0,0,28,176,150,156,15,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,4,34,4,0,0,0,0,82,59,118,8,0,0,49,91,98,153,22,0,0,104,83,100,88,132,32,0,2,21,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,81,127,54,0,0,0,88,112,21,179,0,0,0,124,107,153,224,0,0,0,2,54,11,186,0,0,0,0,0,19,171,0,0,0,0,0,20,78,0,0
6,0,0,0,0,0,0,0,0,0,0,51,150,76,0,0,0,11,150,39,43,0,0,0,90,57,0,0,0,0,0,141,173,11,0,0,0,0,64,192,55,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,72,181,151,11,0,0,0,96,180,174,34,0,0,0,13,186,153,0,0,0,8,159,29,171,0,0,0,24,152,112,118,0,0,0,0,48,53,1,0,0
7,0,0,0,0,0,0,0,0,0,0,0,6,19,0,4,110,132,134,197,65,0,0,0,0,3,155,0,0,0,0,0,107,58,0,0,0,0,2,152,0,0,0,0,0,18,82,0,0,0
8,0,0,0,0,0,0,0,0,0,13,140,145,139,0,0,0,93,157,56,151,0,0,0,95,141,163,23,0,0,16,157,176,59,0,0,0,35,162,151,123,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,49,104,0,0,0,0,0,155,4,0,0,0,0,41,121,0,0,0,0,0,72,58,0,0,0,0,0,3,20,0,0,0
9,0,0,0,0,0,0,0,0,0,36,108,62,0,0,0,0,146,9,162,0,0,0,0,126,135,142,0,0,0,0,0,48,92,0,0,0,0,0,82,119,0,0,0,0,0,51,34,0,0
9,0,0,0,0,0,0,0,0,0,40,48,4,0,0,0,52,199,199,176,24,0,0,124,164,116,255,40,0,0,16,140,132,196,36,0,0,0,0,0,120,84,0,0,0,0,0,32,80,0
6,0,0,0,65,2,0,1,0,0,15,155,0,0,25,0,0,108,76,0,0,25,0,0,147,107,166,24,10,0,0,166,150,171,30,0,0,0,43,120,31,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,2,73,2,62,0,0,0,1,189,21,154,0,0,0,1,200,71,152,0,0,0,22,168,118,220,4,0,0,0,0,0,164,0,0,0,0,0,0,65,0,0
8,0,0,0,0,0,0,0,0,0,46,174,204,62,0,0,0,107,111,149,36,0,0,0,8,205,164,0,0,0,14,176,68,176,9,0,0,59,181,148,173,7,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,36,127,120,74,1,0,0,7,58,107,221,187,4,0,0,0,0,162,253,45,0,0,0,0,151,253,45,0,0,0,0,146,241,11,0,0,0,0,6,64,15,0
8,0,0,0,0,0,0,0,0,0,59,141,158,31,0,0,0,166,53,100,73,0,0,0,70,171,142,5,0,0,0,121,165,74,0,0,0,0,132,123,127,0,0,0,0,7,62,7,0,0
5,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,210,184,135,10,0,0,0,185,172,150,36,0,0,0,0,0,97,92,0,0,0,57,124,173,14,0,0,0,26,33,0,0,0
8,0,0,0,0,0,0,0,0,9,165,167,117,5,0,0,17,176,7,134,95,0,0,3,164,85,168,10,0,0,9,156,204,100,70,0,0,63,150,112,160,6,0,0,1,43,58,6,0,0
7,0,0,0,0,0,0,0,0,0,0,1,42,8,0,0,38,174,156,127,48,0,0,28,80,0,129,13,0,0,0,0,53,84,0,0,0,0,2,152,7,0,0,0,0,35,114,6,0,0
4,0,0,0,0,0,0,0,0,0,64,63,49,0,0,0,0,121,87,157,0,0,0,0,155,207,219,8,0,0,0,9,76,123,0,0,0,0,0,102,95,0,0,0,0,0,35,16,0,0
8,0,0,0,0,0,0,0,0,21,143,122,154,64,0,0,51,144,1,130,149,0,0,0,108,220,113,2,0,0,0,175,61,168,0,0,0,6,187,112,150,0,0,0,0,14,61,6,0,0
